longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,Social_Security_No
-122.16,37.76,46,1827,307,881,302,4.6696,NEAR BAY,164300,48072
-122.16,37.76,36,2781,574,1438,519,2.4598,NEAR BAY,155500,49686
-122.15,37.76,39,1823,286,763,270,6.0749,NEAR BAY,196900,46707
-122.14,37.77,27,2229,365,1297,355,4.8304,NEAR BAY,279100,41213
-122.14,37.76,34,1513,231,545,211,5.5701,NEAR BAY,252800,37078
-122.13,37.76,26,3266,491,1222,533,5.37,NEAR BAY,275400,40620
-122.12,37.75,33,1809,261,808,219,6.86,NEAR BAY,250000,30822
-122.12,37.75,28,794,111,329,109,7.6923,NEAR BAY,329800,41903
-122.14,37.75,36,690,105,299,109,4.0313,NEAR BAY,195500,34584
-122.14,37.75,33,1334,200,579,202,6.8323,NEAR BAY,255900,49704
-122.13,37.75,30,414,54,137,50,4.975,NEAR BAY,311100,40058
-122.13,37.75,36,768,93,229,93,5.3602,NEAR BAY,330000,48957
-122.13,37.74,41,4400,666,1476,648,5,NEAR BAY,248900,34123
-122.16,37.75,46,954,161,429,154,2.925,NEAR BAY,142900,44837
-122.15,37.75,40,1445,256,849,255,3.8913,NEAR BAY,126300,35593
-122.15,37.75,44,1938,399,946,331,3.225,NEAR BAY,135800,32966
-122.15,37.74,41,856,178,571,191,3.1458,NEAR BAY,130600,39087
-122.16,37.75,24,1790,454,1137,386,2.537,NEAR BAY,107900,48518
-122.16,37.75,44,617,131,378,135,2.5568,NEAR BAY,111100,46363
-122.15,37.74,43,1383,275,853,272,3.5083,NEAR BAY,122000,47165
-122.15,37.74,49,1325,277,764,282,3.3125,NEAR BAY,118000,40030
-122.16,37.75,40,1227,294,928,261,1.8235,NEAR BAY,95200,41583
-122.16,37.75,35,667,140,406,133,3.8047,NEAR BAY,94300,43841
-122.17,37.74,34,1223,281,824,280,2.2917,NEAR BAY,92500,40846
-122.17,37.75,37,1379,287,835,259,2.4962,NEAR BAY,91800,47649
-122.16,37.74,43,1534,300,826,295,4.0417,NEAR BAY,109400,47293
-122.16,37.74,46,1029,181,567,211,3.4844,NEAR BAY,129500,35917
-122.16,37.74,52,771,147,355,144,4.1458,NEAR BAY,143400,46120
-122.16,37.74,47,824,223,533,166,2.625,NEAR BAY,98200,45892
-122.16,37.74,44,1097,239,609,215,2.0227,NEAR BAY,103100,41730
-122.29,37.9,49,1283,238,576,236,3.3333,NEAR BAY,276800,41049
-122.29,37.9,52,1604,263,594,286,5.338,NEAR BAY,270900,49143
-122.29,37.89,52,2248,422,870,377,3.4732,NEAR BAY,246200,41733
-122.3,37.9,38,2263,522,1027,509,3.5125,NEAR BAY,224200,39713
-122.29,37.89,52,1571,349,693,326,3.1375,NEAR BAY,229100,35315
-122.3,37.89,46,1520,402,815,375,2.8036,NEAR BAY,211600,48740
-122.3,37.9,15,5083,1212,2420,1146,4.5824,NEAR BAY,256100,41637
-122.3,37.89,36,1077,293,518,276,3.0208,NEAR BAY,206300,38449
-122.3,37.89,52,1248,283,620,275,4.0875,NEAR BAY,221300,42796
-122.33,37.89,42,1342,291,551,266,4.5268,NEAR BAY,207400,38799
-122.34,37.88,37,3061,930,2556,924,1.7375,NEAR BAY,350000,44288
-122.29,37.89,52,3171,698,1498,696,3.1795,NEAR BAY,218200,33939
-122.29,37.88,50,1211,261,523,227,3.8672,NEAR BAY,216700,47098
-122.29,37.89,52,979,175,374,153,5.1675,NEAR BAY,270600,45190
-122.29,37.89,52,2269,380,1004,371,5.1696,NEAR BAY,261400,42628
-122.28,37.88,52,1844,332,769,334,4.2614,NEAR BAY,261300,38382
-122.29,37.89,52,2178,421,940,423,5.0551,NEAR BAY,232200,40866
-122.27,37.9,42,1650,274,645,256,5.6228,NEAR BAY,375400,32389
-122.26,37.9,52,1927,279,705,288,7.8864,NEAR BAY,357300,31662
-122.27,37.9,52,2079,273,684,275,7.9556,NEAR BAY,374400,43478
-122.27,37.9,52,1803,240,572,236,6.174,NEAR BAY,358800,44597
-122.27,37.9,52,2041,270,671,253,6.9414,NEAR BAY,417500,35803
-122.27,37.89,52,3046,373,975,365,8.8342,NEAR BAY,430500,32988
-122.28,37.9,52,2318,328,779,312,7.1754,NEAR BAY,362900,32755
-122.28,37.9,52,2003,250,658,244,10.0825,NEAR BAY,397000,48907
-122.28,37.9,52,2261,328,819,335,4.9083,NEAR BAY,346800,42897
-122.28,37.89,52,1225,169,412,168,5.7912,NEAR BAY,327100,46265
-122.28,37.89,52,2315,408,835,369,4.5893,NEAR BAY,290100,49333
-122.28,37.89,52,2070,329,722,306,5.4171,NEAR BAY,292000,41654
-122.28,37.89,52,2616,473,1085,487,4.125,NEAR BAY,270900,48140
-122.27,37.89,52,2640,366,973,355,7.266,NEAR BAY,371100,35385
-122.27,37.89,52,1978,293,723,272,5.3989,NEAR BAY,335600,33555
-122.26,37.9,37,2220,335,903,362,7.8336,NEAR BAY,371300,41278
-122.25,37.89,41,1125,195,356,181,6.1593,NEAR BAY,344000,36455
-122.26,37.89,52,3078,494,1005,462,6.381,NEAR BAY,342200,30722
-122.26,37.89,52,3706,531,1205,504,6.6828,NEAR BAY,370900,38212
-122.25,37.89,37,3000,457,987,450,7.5385,NEAR BAY,350000,47318
-122.25,37.89,42,2863,460,1031,448,6.7138,NEAR BAY,368600,33941
-122.26,37.88,52,2551,417,894,404,6.2425,NEAR BAY,391800,30551
-122.26,37.88,52,2255,410,823,377,5.7979,NEAR BAY,415300,32503
-122.27,37.88,52,3360,648,1232,621,4.2813,NEAR BAY,284900,30661
-122.27,37.88,52,1693,391,669,367,3.5417,NEAR BAY,287500,38935
-122.27,37.88,44,2252,592,989,550,3.0132,NEAR BAY,272900,49701
-122.28,37.88,52,2495,491,1058,464,4.1429,NEAR BAY,259600,47321
-122.28,37.88,52,1193,200,506,207,4.1912,NEAR BAY,254500,45852
-122.28,37.88,52,1172,215,489,218,3.9167,NEAR BAY,235600,44724
-122.29,37.88,52,2159,424,824,388,3.8897,NEAR BAY,218400,40365
-122.29,37.88,48,2365,490,1034,475,3.1065,NEAR BAY,229200,36323
-122.29,37.88,46,1895,442,920,425,2.9926,NEAR BAY,192100,47321
-122.29,37.88,52,1650,395,841,380,3.556,NEAR BAY,179300,36695
-122.3,37.88,45,453,146,749,137,1.475,NEAR BAY,187500,42241
-122.3,37.88,52,409,97,208,98,1.6971,NEAR BAY,138800,36866
-122.3,37.87,10,503,118,228,100,2.1705,NEAR BAY,150000,46375
-122.3,37.86,50,499,127,287,128,2.75,NEAR BAY,140600,34233
-122.29,37.85,52,477,119,218,106,2.5682,NEAR BAY,120000,40506
-122.3,37.88,46,1647,376,854,355,2.9,NEAR BAY,144800,32419
-122.3,37.87,52,3123,749,1695,684,2.2208,NEAR BAY,144800,46750
-122.28,37.88,52,957,188,403,172,3.2344,NEAR BAY,245500,34670
-122.28,37.87,52,589,132,288,131,3.5156,NEAR BAY,200000,37454
-122.28,37.87,49,2026,548,963,521,1.9805,NEAR BAY,173700,44695
-122.29,37.87,50,1829,536,1129,516,2.6684,NEAR BAY,185600,39052
-122.29,37.87,52,895,198,386,204,3.875,NEAR BAY,182600,46200
-122.28,37.88,52,1909,416,811,406,3.006,NEAR BAY,227900,31593
-122.28,37.87,46,3022,696,1293,675,2.543,NEAR BAY,220700,37893
-122.28,37.87,46,1777,446,805,431,2.8676,NEAR BAY,212000,36577
-122.27,37.88,52,2803,930,1372,876,2.1907,NEAR BAY,271400,32937
-122.27,37.87,30,1465,439,862,425,1.7778,NEAR BAY,268800,49123
-122.27,37.88,37,2619,682,1152,616,2.52,NEAR BAY,277800,35819
-122.26,37.88,52,1149,255,483,249,4.2788,NEAR BAY,332500,44955
-122.26,37.88,52,2363,604,1558,573,2.944,NEAR BAY,338900,47304
-122.26,37.88,52,2604,837,1798,769,1.725,NEAR BAY,287500,47182
-122.25,37.87,41,685,141,266,123,5.2289,NEAR BAY,384600,35839
-122.25,37.87,42,1756,465,2184,422,2.5562,NEAR BAY,371400,49115
-122.25,37.87,52,1204,460,2016,477,0.949,NEAR BAY,350000,39341
-122.25,37.87,52,609,236,1349,250,1.1696,NEAR BAY,500001,40079
-122.26,37.87,52,1087,371,3337,350,1.4012,NEAR BAY,175000,36332
-122.26,37.87,52,2773,998,1721,949,1.1859,NEAR BAY,241700,37074
-122.27,37.87,35,3218,1108,1675,1000,1.7464,NEAR BAY,216700,38764
-122.27,37.87,49,1350,368,707,350,2.8846,NEAR BAY,211300,47436
-122.27,37.87,52,3084,698,1424,694,2.7372,NEAR BAY,210200,32208
-122.28,37.86,52,938,195,393,189,3.8594,NEAR BAY,196400,44905
-122.28,37.87,52,1813,353,828,339,3.5625,NEAR BAY,191700,44862
-122.28,37.87,52,1233,300,571,292,2.2788,NEAR BAY,182300,49468
-122.29,37.87,44,2539,755,1382,713,2.537,NEAR BAY,175000,46033
-122.29,37.87,46,1267,324,792,321,2.525,NEAR BAY,165900,30187
-122.29,37.86,52,1665,404,815,372,1.9946,NEAR BAY,156900,33249
-122.28,37.86,52,1659,367,788,346,2.8214,NEAR BAY,164300,32215
-122.29,37.87,52,2225,460,1145,430,2.6165,NEAR BAY,150000,47171
-122.29,37.86,50,2485,607,1354,563,1.9483,NEAR BAY,150500,46792
-122.28,37.86,52,2031,450,958,445,1.9327,NEAR BAY,169900,48412
-122.28,37.86,49,2932,668,1361,608,1.9798,NEAR BAY,147400,49318
-122.28,37.85,52,2246,472,1005,449,2.4167,NEAR BAY,152700,44044
-122.27,37.86,49,2052,435,924,414,2.5417,NEAR BAY,182700,32176
-122.28,37.86,52,1999,417,780,358,3.3906,NEAR BAY,179300,47937
-122.28,37.86,52,3007,691,1582,636,2.5652,NEAR BAY,157700,44922
-122.28,37.86,41,2214,550,1213,568,2.2845,NEAR BAY,153100,42361
-122.27,37.86,52,1088,305,486,267,2.6071,NEAR BAY,250000,48428
-122.27,37.86,52,834,186,494,175,3.15,NEAR BAY,206300,33854
-122.27,37.86,52,1769,372,849,365,2.6914,NEAR BAY,218800,36727
-122.27,37.86,52,2307,583,1127,548,1.8447,NEAR BAY,198200,46611
-122.26,37.86,35,5161,1744,3276,1742,1.6307,NEAR BAY,253600,45842
-122.26,37.86,52,3497,832,1493,794,2.9044,NEAR BAY,257400,38367
-122.26,37.86,52,3774,744,1461,679,2.9405,NEAR BAY,289500,37526
-122.26,37.86,52,2888,604,1253,538,3.3893,NEAR BAY,241700,32681
-122.25,37.86,48,2153,517,1656,459,3.0417,NEAR BAY,489600,30652
-122.25,37.86,52,1389,191,514,202,7.0897,NEAR BAY,446200,43428
-122.25,37.86,52,1709,318,719,295,5.0463,NEAR BAY,456300,41375
-122.25,37.86,52,1587,444,878,449,1.7652,NEAR BAY,336800,44792
-122.24,37.86,52,1668,225,517,214,7.8521,NEAR BAY,500001,39456
-122.24,37.85,52,3726,474,1366,496,9.3959,NEAR BAY,500001,31192
-122.25,37.86,52,4048,663,1316,590,5.3794,NEAR BAY,376900,49361
-122.26,37.85,52,3618,768,1508,755,3.2619,NEAR BAY,309600,32076
-122.27,37.85,52,4076,920,1800,815,2.7054,NEAR BAY,182300,32070
-122.27,37.85,47,2077,400,719,326,2.2431,NEAR BAY,172700,33553
-122.27,37.85,50,1279,300,675,255,1.9028,NEAR BAY,150800,32850
-122.27,37.85,52,1974,426,875,363,1.5817,NEAR BAY,153600,46587
-122.27,37.85,52,335,83,152,77,2.2841,NEAR BAY,106300,44841
-122.27,37.85,47,1375,307,843,319,1.3785,NEAR BAY,142300,44388
-122.28,37.85,52,610,145,281,132,2.9018,NEAR BAY,119400,43356
-122.28,37.85,44,1025,198,506,204,1.73,NEAR BAY,147900,42186
-122.28,37.85,48,2063,484,1054,466,2.2625,NEAR BAY,132900,48581
-122.29,37.84,35,1872,419,1017,414,2.2106,NEAR BAY,132500,46197
-122.28,37.83,52,3108,813,1623,765,2.6997,NEAR BAY,126900,46636
-122.3,37.84,14,7355,2408,3100,2051,4.0018,NEAR BAY,143800,32179
-122.23,37.83,52,2990,379,947,361,7.8772,NEAR BAY,500001,39547
-122.22,37.82,39,2492,310,808,315,11.8603,NEAR BAY,500001,30340
-122.22,37.82,42,2991,335,1018,335,13.499,NEAR BAY,500001,36921
-122.23,37.82,52,3242,366,1001,352,12.2138,NEAR BAY,500001,32026
-122.23,37.82,52,3051,381,1005,369,8.1872,NEAR BAY,466100,35664
-122.23,37.82,52,3494,396,1192,383,12.3804,NEAR BAY,500001,36918
-122.24,37.83,52,1757,246,585,227,5.8948,NEAR BAY,457800,36271
-122.24,37.83,52,2449,312,916,316,8.1194,NEAR BAY,471600,32799
-122.23,37.82,52,1611,203,556,179,8.7477,NEAR BAY,500001,45645
-122.24,37.82,52,3665,517,1470,520,6.155,NEAR BAY,398600,48871
-122.25,37.82,52,2474,403,1104,398,5.883,NEAR BAY,340700,49001
-122.23,37.76,52,3037,516,1242,518,5.2128,NEAR BAY,289900,38628
-122.23,37.76,52,2269,323,805,321,4.7188,NEAR BAY,335300,45395
-122.23,37.76,52,1316,177,378,162,5.2915,NEAR BAY,333000,40440
-122.24,37.77,52,1153,235,481,223,2.6411,NEAR BAY,241000,36295
-122.23,37.77,52,772,179,409,160,3.3214,NEAR BAY,189600,35980
-122.24,37.77,52,1711,386,885,373,3.6417,NEAR BAY,206300,38538
-122.25,37.77,52,2650,566,1468,567,3.0161,NEAR BAY,215700,33904
-122.25,37.77,52,1038,220,482,215,3.1771,NEAR BAY,210200,38794
-122.25,37.77,52,1527,320,825,264,3.4531,NEAR BAY,208800,39423
-122.25,37.77,52,859,157,429,158,4.3098,NEAR BAY,197900,40780
-122.26,37.78,52,970,217,528,208,3.3438,NEAR BAY,201300,40571
-122.26,37.78,52,1045,239,496,216,2.9213,NEAR BAY,190800,46301
-122.27,37.78,52,1408,280,718,265,2.6806,NEAR BAY,207900,42898
-122.27,37.78,52,1222,264,630,265,3.7708,NEAR BAY,215300,37923
-122.27,37.78,45,1169,263,723,286,3.9444,NEAR BAY,212900,32369
-122.27,37.78,13,2020,535,959,486,5.2601,NEAR BAY,292700,45373
-122.28,37.79,30,4145,869,3668,855,2.5444,NEAR BAY,275000,46926
-122.3,37.77,42,2038,368,2037,355,2.6447,NEAR BAY,200000,49169
-122.28,37.78,29,5154,,3741,1273,2.5762,NEAR BAY,173400,37233
-122.29,37.78,42,1241,309,821,300,1.9427,NEAR BAY,102200,41019
-122.28,37.77,52,1468,363,870,347,2.9688,NEAR BAY,220800,39879
-122.28,37.77,27,3997,1073,1901,966,3.75,NEAR BAY,242800,34289
-122.29,37.76,18,2873,763,1243,663,5.1702,NEAR BAY,265400,45744
-122.28,37.78,50,1487,306,730,327,2.5139,NEAR BAY,219000,44781
-122.26,37.77,52,1670,350,793,299,2.9732,NEAR BAY,282100,42355
-122.27,37.77,52,2252,388,1033,434,5.5337,NEAR BAY,372000,43396
-122.27,37.77,52,1731,377,872,363,4.1667,NEAR BAY,225800,45719
-122.27,37.77,52,1710,481,849,457,2.7115,NEAR BAY,220800,33258
-122.27,37.77,52,2388,559,1121,518,3.3269,NEAR BAY,234500,39150
-122.25,37.77,52,2156,458,872,445,3.2685,NEAR BAY,254200,47486
-122.26,37.77,52,1565,315,637,297,4.7778,NEAR BAY,351800,47875
-122.26,37.77,52,1704,371,663,340,4.226,NEAR BAY,275000,43125
-122.26,37.77,52,1210,168,411,172,3.3571,NEAR BAY,405400,31460
-122.26,37.77,52,2097,444,915,413,2.9899,NEAR BAY,228100,35028
-122.26,37.77,52,1848,479,921,477,2.875,NEAR BAY,234000,36779
-122.24,37.77,43,955,284,585,266,2.3882,NEAR BAY,162500,46266
-122.25,37.77,43,4329,1110,2086,1053,2.975,NEAR BAY,243400,44225
-122.23,37.76,52,3011,542,1303,535,5.1039,NEAR BAY,273800,35602
-122.23,37.76,52,1049,185,374,176,4.1458,NEAR BAY,248500,44080
-122.24,37.76,52,2504,516,979,472,3.4762,NEAR BAY,244000,35800
-122.24,37.76,52,1846,471,827,446,2.6833,NEAR BAY,240900,41616
-122.23,37.76,52,1705,246,658,253,5.75,NEAR BAY,306300,42134
-122.23,37.75,50,1542,289,654,268,3.9632,NEAR BAY,240000,30083
-122.24,37.75,45,891,,384,146,4.9489,NEAR BAY,247100,48300
-122.24,37.75,27,4051,753,1499,797,4.8711,NEAR BAY,286600,47284
-122.24,37.76,52,2646,581,1128,522,3.0718,NEAR BAY,266700,49398
-122.24,37.76,49,2428,525,1110,492,3.6719,NEAR BAY,229800,46661
-122.24,37.76,52,2567,436,1119,415,4.6094,NEAR BAY,229300,37985
-122.24,37.73,21,7031,1249,2930,1235,4.5213,NEAR BAY,228400,46827
-122.25,37.74,25,1914,365,897,390,4.4562,NEAR BAY,206200,31668
-122.24,37.72,5,18634,2885,7427,2718,7.611,NEAR BAY,350700,34692
-122.27,37.73,31,5785,1379,2973,1312,3.2689,NEAR BAY,231000,42411
-122.25,37.76,52,2876,648,1340,632,3.567,NEAR BAY,252900,32722
-122.27,37.74,28,6909,1554,2974,1484,3.6875,NEAR BAY,353900,41462
-122.27,37.77,23,5679,1270,2690,1151,4.7695,NEAR BAY,291700,48683
-122.28,37.75,20,1156,365,583,326,3.1972,NEAR BAY,100000,36492
-122.06,37.77,12,14316,2045,5781,2007,7.2634,NEAR BAY,341600,42826
-122.06,37.73,5,3596,467,1738,512,7.0568,NEAR BAY,412500,37972
-122.06,37.71,36,3541,570,1478,529,4.635,NEAR BAY,248600,49139
-122.07,37.71,40,1808,302,746,270,5.3015,NEAR BAY,254900,43013
-122.07,37.71,36,2879,480,1235,455,4.9801,NEAR BAY,241500,34349
-122.07,37.72,26,3204,477,1411,484,5.4834,NEAR BAY,295200,48876
-122.08,37.72,31,3866,531,1368,521,6.187,NEAR BAY,340400,40848
-122.08,37.72,32,2476,368,1048,367,5.6194,NEAR BAY,274700,37747
-122.08,37.71,35,2211,350,1004,365,5.4639,NEAR BAY,238600,46712
-122.09,37.71,35,2663,387,1086,367,5.1498,NEAR BAY,266400,45195
-122.1,37.72,30,2599,366,922,350,5.8382,NEAR BAY,330200,30609
-122.11,37.71,36,4569,824,1950,819,4.65,NEAR BAY,206800,38942
-122.1,37.7,25,2973,622,1413,595,4.3819,NEAR BAY,209200,39275
-122.1,37.69,30,3115,625,1444,568,3.7222,NEAR BAY,195800,47692
-122.09,37.71,31,1843,282,749,269,5.2855,NEAR BAY,253500,48525
-122.09,37.7,31,2053,336,867,329,4.3375,NEAR BAY,241800,34216
-122.1,37.71,27,6740,1073,2723,1035,5.2131,NEAR BAY,252500,34652
-122.09,37.7,30,1751,269,731,263,6.005,NEAR BAY,263900,46480
-122.08,37.71,38,1663,295,781,301,5.0519,NEAR BAY,227000,30353
-122.08,37.71,38,3716,657,1784,652,4.8237,NEAR BAY,220900,44654
-122.08,37.7,32,2718,447,1156,410,5.2497,NEAR BAY,259300,48090
-122.07,37.7,39,1420,272,645,277,4.125,NEAR BAY,232500,31879
-122.06,37.7,37,1893,310,821,315,4.6005,NEAR BAY,231600,36642
-122.06,37.7,33,3906,790,1912,770,3.5187,NEAR BAY,209400,30796
-122.07,37.7,32,3400,736,1487,694,3,NEAR BAY,223200,49635
-122.08,37.7,25,3402,758,1645,710,3.4934,NEAR BAY,209900,32020
-122.09,37.7,33,4413,1107,2239,1051,2.9861,NEAR BAY,208200,47479
-122.07,37.69,29,2304,618,1021,552,2.5362,NEAR BAY,203800,49464
-122.08,37.69,36,2350,499,1105,467,3.3021,NEAR BAY,195700,30962
-122.07,37.69,31,5914,1309,2999,1295,3.0964,NEAR BAY,190500,38161
-122.08,37.69,43,1575,324,740,284,2.8512,NEAR BAY,181000,43969
-122.08,37.69,42,1414,274,629,244,3.3478,NEAR BAY,184900,37983
-122.08,37.68,37,848,202,314,205,2.3958,NEAR BAY,190800,42707
-122.08,37.68,15,3051,685,1479,668,3.5295,NEAR BAY,242200,41077
-122.09,37.69,20,4296,817,1732,800,4.8036,NEAR BAY,188300,34758
-122.15,37.74,52,2898,557,1338,550,3.851,NEAR BAY,183500,45710
-122.14,37.74,52,1071,201,440,192,4.0662,NEAR BAY,204200,38855
-122.14,37.73,51,2619,403,922,393,4.6042,NEAR BAY,251900,44345
-122.15,37.74,49,1494,316,611,288,2.2,NEAR BAY,187500,46227
-122.16,37.73,52,2260,416,994,412,4.1164,NEAR BAY,198200,30577
-122.15,37.74,52,1394,223,545,230,3.95,NEAR BAY,219000,42587
-122.15,37.73,52,1028,129,317,143,4.9135,NEAR BAY,275000,41508
-122.15,37.73,45,3758,819,1573,736,2.8355,NEAR BAY,245400,40377
-122.17,37.73,46,2163,470,925,435,3.25,NEAR BAY,177500,32143
-122.16,37.73,49,1699,408,768,385,2.8301,NEAR BAY,171600,35152
-122.17,37.73,52,1555,289,620,292,3.7159,NEAR BAY,183300,46856
-122.16,37.73,52,1114,206,425,207,2.5625,NEAR BAY,175000,48607
-122.18,37.72,45,1498,313,1003,305,3.8047,NEAR BAY,156700,48277
-122.18,37.71,45,726,147,519,135,3.375,NEAR BAY,157500,41655
-122.17,37.71,38,890,200,481,198,3.244,NEAR BAY,179800,37415
-122.18,37.7,36,2639,533,1209,519,4.0268,NEAR BAY,205500,31435
-122.18,37.7,35,2562,554,1398,525,3.3906,NEAR BAY,178900,42194
-122.19,37.71,36,361,69,158,58,5.5461,NEAR BAY,262500,31776
-122.17,37.72,42,3008,659,1817,664,3.371,NEAR BAY,165000,43582
-122.17,37.72,46,1369,284,766,289,3.5313,NEAR BAY,159700,36385
-122.17,37.72,5,1692,398,814,328,3.663,NEAR BAY,158300,34556
-122.16,37.72,38,1007,245,618,239,2.875,NEAR BAY,144800,30954
-122.17,37.72,43,3783,814,2139,789,4.0202,NEAR BAY,166300,32547
-122.16,37.71,37,1507,242,632,253,4.5553,NEAR BAY,191000,42047
-122.16,37.71,36,666,132,366,134,3.4643,NEAR BAY,175000,37986
-122.16,37.72,10,2229,601,877,485,3.3431,NEAR BAY,137500,34913
-122.15,37.73,28,2215,587,830,573,2.1898,NEAR BAY,141700,42230
-122.15,37.72,31,1616,372,739,379,2.9097,NEAR BAY,210900,46106
-122.15,37.72,47,1190,251,540,266,3.375,NEAR BAY,198300,38689
-122.15,37.72,29,4169,1047,2024,962,2.8125,NEAR BAY,157400,36406
-122.14,37.73,52,2024,320,823,334,5,NEAR BAY,264700,43345
-122.14,37.73,38,1723,394,711,353,3.0673,NEAR BAY,218400,48213
-122.14,37.73,43,2264,390,931,368,3.8125,NEAR BAY,235100,43354
-122.13,37.73,33,1996,268,686,270,6.9096,NEAR BAY,341800,47299
-122.13,37.72,26,2862,394,1030,397,7.912,NEAR BAY,367300,30913
-122.13,37.72,35,2183,383,976,392,3.8393,NEAR BAY,243500,47834
-122.12,37.71,35,1037,207,552,210,4,NEAR BAY,167900,40025
-122.13,37.72,25,1134,153,340,171,6.5095,NEAR BAY,371200,44211
-122.14,37.72,39,786,132,288,132,3.5156,NEAR BAY,218900,46325
-122.14,37.72,45,1397,253,555,248,2.983,NEAR BAY,202700,30091
-122.13,37.72,45,2315,451,1006,444,3.524,NEAR BAY,186200,48299
-122.13,37.71,44,1613,339,776,346,3.1103,NEAR BAY,188900,42417
-122.13,37.71,44,1421,298,609,270,3.5781,NEAR BAY,180000,46494
-122.15,37.71,18,5778,1526,2441,1352,3.1682,NEAR BAY,202700,38655
-122.14,37.71,27,3094,866,1364,789,2.6101,NEAR BAY,181700,32274
-122.14,37.71,18,3905,1007,2197,1044,3.6932,NEAR BAY,166800,38549
-122.13,37.7,43,3046,557,1333,544,3.4583,NEAR BAY,183700,49758
-122.13,37.7,19,3516,710,1810,703,3.9032,NEAR BAY,218000,33811
-122.15,37.71,36,998,178,531,183,4.0208,NEAR BAY,191500,32519
-122.15,37.7,36,1464,244,672,261,3.5547,NEAR BAY,194700,37443
-122.14,37.7,17,1463,292,695,330,4.5859,NEAR BAY,187200,35195
-122.13,37.7,21,4124,1054,2162,998,2.6321,NEAR BAY,223100,34032
-122.13,37.69,17,2380,769,1216,643,3.395,NEAR BAY,271300,44437
-122.14,37.7,36,1266,228,606,239,3.9702,NEAR BAY,194100,41452
-122.16,37.7,36,2239,391,1203,379,5.0043,NEAR BAY,190400,41535
-122.14,37.69,38,1571,317,874,301,4.4659,NEAR BAY,189100,32021
-122.15,37.69,38,1246,221,637,222,3.6625,NEAR BAY,184600,33331
-122.15,37.69,36,1501,287,703,276,3.8864,NEAR BAY,197300,44378
-122.15,37.7,36,1468,252,733,229,3.4583,NEAR BAY,192600,41522
-122.16,37.69,36,1118,219,625,228,3.7813,NEAR BAY,192200,30677
-122.16,37.7,36,1097,208,568,225,2.9917,NEAR BAY,194600,42429
-122.16,37.7,36,1719,303,836,311,4.4375,NEAR BAY,193500,31795
-122.17,37.7,24,1755,365,952,362,4,NEAR BAY,202600,42028
-122.16,37.68,16,1687,348,568,352,2.3869,NEAR BAY,83300,34774
-122.17,37.69,24,2262,391,1125,366,4.7609,NEAR BAY,212600,31239
-122.18,37.68,5,2087,407,840,401,5.4858,NEAR BAY,187800,37430
-122.16,37.69,36,1480,278,796,283,4.3971,NEAR BAY,205700,30864
-122.15,37.69,36,1545,273,863,267,4.0109,NEAR BAY,192900,30854
-122.15,37.68,35,2632,447,1349,486,4.3864,NEAR BAY,205200,45765
-122.15,37.68,30,2261,443,929,383,4.2841,NEAR BAY,213400,38227
-122.15,37.69,39,1670,308,957,335,5.1312,NEAR BAY,183600,44580
-122.14,37.69,37,2141,535,1093,555,2.9958,NEAR BAY,178400,30881
-122.14,37.68,27,3337,613,1489,607,3.6364,NEAR BAY,219200,31068
-122.14,37.68,31,3184,716,1561,628,2.7955,NEAR BAY,183100,45918
-122.1,37.69,44,2341,500,1256,485,2.9507,NEAR BAY,157100,42358
-122.12,37.69,30,1197,269,695,279,3.4375,NEAR BAY,157800,43128
-122.13,37.69,34,1131,278,560,237,2.875,NEAR BAY,161700,31967
-122.12,37.71,38,1164,284,632,289,3.0345,NEAR BAY,152100,40133
-122.12,37.7,41,3495,787,1849,750,2.679,NEAR BAY,144900,41027
-122.12,37.7,17,2488,617,1287,538,2.9922,NEAR BAY,179900,38230
-122.12,37.69,35,2681,508,1580,536,4.1042,NEAR BAY,179100,42352
-122.12,37.7,19,2495,635,1571,579,2.5833,NEAR BAY,159900,48672
-122.11,37.7,23,1689,461,828,443,2.1552,NEAR BAY,161400,42313
-122.11,37.7,29,1298,306,835,338,2.3274,NEAR BAY,170400,45802
-122.11,37.7,19,2693,789,1765,724,2.4206,NEAR BAY,137500,36100
-122.1,37.69,41,746,,387,161,3.9063,NEAR BAY,178400,31573
-122.11,37.69,37,2444,651,1562,618,2.6464,NEAR BAY,155200,38845
-122.11,37.69,42,1472,310,768,309,3.4643,NEAR BAY,160900,45932
-122.12,37.69,10,2227,560,1140,472,2.3973,NEAR BAY,167300,30633
-122.03,37.69,20,200,25,83,31,6.5,NEAR BAY,340000,48522
-121.97,37.64,32,1283,194,485,171,6.0574,<1H OCEAN,431000,38521
-122.02,37.63,6,2445,590,1189,573,3.8958,NEAR BAY,301100,38410
-122.04,37.63,21,1307,236,586,249,4.7813,NEAR BAY,241900,38600
-122.05,37.63,5,3785,936,2240,792,3.2829,NEAR BAY,162500,35738
-122.04,37.66,10,2031,357,867,352,5.3169,NEAR BAY,299200,47656
